,authorID,domain,pubID,venueID,numAuthor,venue,year,type,university
4127,erica-briscoe,gatech.edu,W16-0807,W16-08,2,WS,2016,workshop,Georgia Institute of Technology
4128,william-croft,unm.edu,W16-1002,W16-10,3,WS,2016,workshop,Univeristy of New Mexico
4128,william-croft,unm.edu,W17-2713,W17-27,3,WS,2017,workshop,Univeristy of New Mexico
4128,william-croft,unm.edu,W18-4302,W18-43,4,WS,2018,workshop,Univeristy of New Mexico
4128,william-croft,unm.edu,W18-4912,W18-49,4,WS,2018,workshop,Univeristy of New Mexico
4128,william-croft,unm.edu,W19-3301,W19-33,6,WS,2019,workshop,Univeristy of New Mexico
4128,william-croft,unm.edu,W19-3311,W19-33,3,WS,2019,workshop,Univeristy of New Mexico
4128,william-croft,unm.edu,W19-3321,W19-33,3,WS,2019,workshop,Univeristy of New Mexico
4129,pavlina-peskova1,unm.edu,W16-1002,W16-10,3,WS,2016,workshop,Univeristy of New Mexico
4130,jeremy-getman,upenn.edu,W16-1004,W16-10,11,WS,2016,workshop,University of Pennsylvania
4131,sue-holm,cmu.edu,W16-1005,W16-10,8,WS,2016,workshop,Carnegie Mellon University
4132,alyson-grealish,rochester.edu,W16-1007,W16-10,5,WS,2016,workshop,University of Rochester
4133,jenny-lederer,sfsu.edu,W16-1101,W16-11,1,WS,2016,workshop,San Francisco State University
4134,ning-gao,umd.edu,W16-1305,W16-13,3,WS,2016,workshop,University of Maryland
4135,m-teresa-martin-valdivia,umass.edu,W16-1317,W16-13,4,WS,2016,workshop,University of Massachusetts Amherst
4136,fiete-botschen,umass.edu,W16-1317,W16-13,4,WS,2016,workshop,University of Massachusetts Amherst
4137,dileep-viswanathan,indiana.edu,W16-1318,W16-13,4,WS,2016,workshop,Indiana University Bloomington
4138,niranjan-pachaiyappan,indiana.edu,W16-1318,W16-13,4,WS,2016,workshop,Indiana University Bloomington
4139,sriraam-natarajan,indiana.edu,W16-1318,W16-13,4,WS,2016,workshop,Indiana University Bloomington
4140,yi-yu-lai,purdue.edu,W16-1405,W16-14,4,WS,2016,workshop,Purdue University
4141,jennifer-neville,purdue.edu,W16-1405,W16-14,4,WS,2016,workshop,Purdue University
4142,dietmar-wolfram,uwm.edu,W16-1501,W16-15,1,WS,2016,workshop,University of Wisconsin Milwaukee
4143,gali-halevi,mssm.edu,W16-1503,W16-15,2,WS,2016,workshop,Icahn School of Medicine at Mount Sinai
4144,jevin-west,washington.edu,W16-1508,W16-15,2,WS,2016,workshop,University of Washington
4145,jason-portenoy,washington.edu,W16-1508,W16-15,2,WS,2016,workshop,University of Washington
4146,kun-lu,ou.edu,W16-1516,W16-15,4,WS,2016,workshop,The University of Oklahoma
4147,gang-li,ou.edu,W16-1516,W16-15,4,WS,2016,workshop,The University of Oklahoma
4147,gang-li,udel.edu,W17-2323,W17-23,3,WS,2017,workshop,University of Delaware
4148,henry-nassif,mit.edu,W16-1616,W16-16,3,WS,2016,workshop,Massachusetts Institute of Technology
4149,alex-luu,brandeis.edu,W16-1703,W16-17,3,WS,2016,workshop,Brandeis University
4150,sophia-a-malamud,brandeis.edu,W16-1703,W16-17,3,WS,2016,workshop,Brandeis University
4151,meredith-green,colorado.edu,W16-1712,W16-17,8,WS,2016,workshop,University of Colorado Boulder
4152,abhijit-suresh,colorado.edu,W16-1712,W16-17,8,WS,2016,workshop,University of Colorado Boulder
4153,kathryn-conger,colorado.edu,W16-1712,W16-17,8,WS,2016,workshop,University of Colorado Boulder
4154,irina-wagner,colorado.edu,W16-1719,W16-17,3,WS,2016,workshop,University of Colorado Boulder
4155,andrew-cowell,colorado.edu,W16-1719,W16-17,3,WS,2016,workshop,University of Colorado Boulder
4155,andrew-cowell,colorado.edu,W17-0102,W17-01,3,WS,2017,workshop,University of Colorado Boulder
4155,andrew-cowell,colorado.edu,W18-4802,W18-48,4,WS,2018,workshop,University of Colorado Boulder
4155,andrew-cowell,colorado.edu,W19-6011,W19-60,4,WS,2019,workshop,University of Colorado Boulder
4156,qishen-su,brandeis.edu,W16-1720,W16-17,3,WS,2016,workshop,Brandeis University
4157,sooyoung-jeong,brandeis.edu,W16-1720,W16-17,3,WS,2016,workshop,Brandeis University
4158,scott-nesbit,uga.edu,W16-1721,W16-17,4,WS,2016,workshop,University of Georgia
4159,michael-ellsworth,berkeley.edu,W16-1811,W16-18,2,WS,2016,workshop,"University of California, Berkeley"
4159,michael-ellsworth,berkeley.edu,W17-2406,W17-24,2,WS,2017,workshop,"University of California, Berkeley"
4159,michael-ellsworth,berkeley.edu,W18-1405,W18-14,2,WS,2018,workshop,"University of California, Berkeley"
4160,boyd-davis,uncc.edu,W16-1903,W16-19,4,WS,2016,workshop,University of North Carolina Charlotte
4161,charlene-pope,musc.edu,W16-1903,W16-19,4,WS,2016,workshop,Medical University of South Carolina
4162,alena-aksenova,stonybrook.edu,W16-2019,W16-20,3,WS,2016,workshop,Stony Brook University
4162,alena-aksenova,stonybrook.edu,W16-3310,W16-33,3,WS,2016,workshop,Stony Brook University
4162,alena-aksenova,stonybrook.edu,W18-0307,W18-03,2,WS,2018,workshop,Stony Brook University
4163,sedigheh-moradi,stonybrook.edu,W16-2019,W16-20,3,WS,2016,workshop,Stony Brook University
4164,vilja-hulden,colorado.edu,W16-2118,W16-21,1,WS,2016,workshop,University of Colorado Boulder
4165,caroline-t-schroeder,pacific.edu,W16-2119,W16-21,2,WS,2016,workshop,University of the Pacific
4166,emily-lane,osu.edu,W16-2120,W16-21,2,WS,2016,workshop,Ohio State University
4167,shuoyang-ding,jhu.edu,W16-2310,W16-23,5,WS,2016,workshop,Johns Hopkins University
4167,shuoyang-ding,jhu.edu,W17-4724,W17-47,6,WS,2017,workshop,Johns Hopkins University
4167,shuoyang-ding,jhu.edu,W19-1501,W19-15,2,WS,2019,workshop,Johns Hopkins University
4167,shuoyang-ding,jhu.edu,W19-5201,W19-52,3,WS,2019,workshop,Johns Hopkins University
4167,shuoyang-ding,jhu.edu,W19-6618,W19-66,4,WS,2019,workshop,Johns Hopkins University
4167,shuoyang-ding,jhu.edu,W19-6620,W19-66,3,WS,2019,workshop,Johns Hopkins University
4168,sz-rung-shiang,cmu.edu,W16-2360,W16-23,5,WS,2016,workshop,Carnegie Mellon University
4169,jean-oh,cmu.edu,W16-2360,W16-23,5,WS,2016,workshop,Carnegie Mellon University
4170,aswarth-abhilash-dara,cmu.edu,W16-2366,W16-23,2,WS,2016,workshop,Carnegie Mellon University
4171,gideon-mendels,columbia.edu,W16-2609,W16-26,3,WS,2016,workshop,Columbia University
4172,erica-cooper,columbia.edu,W16-2609,W16-26,3,WS,2016,workshop,Columbia University
4173,aseel-addawood,illinois.edu,W16-2801,W16-28,2,WS,2016,workshop,University of Illinois at Urbana-Champaign
4173,aseel-addawood,illinois.edu,W17-2905,W17-29,4,WS,2017,workshop,University of Illinois at Urbana-Champaign
4173,aseel-addawood,illinois.edu,W19-4610,W19-46,6,WS,2019,workshop,University of Illinois at Urbana-Champaign
4174,masooda-bashir,illinois.edu,W16-2801,W16-28,2,WS,2016,workshop,University of Illinois at Urbana-Champaign
4175,jaromir-savelka,pitt.edu,W16-2806,W16-28,2,WS,2016,workshop,University of Pittsburgh
4176,kevin-d-ashley,pitt.edu,W16-2806,W16-28,2,WS,2016,workshop,University of Pittsburgh
4177,elena-musi,columbia.edu,W16-2810,W16-28,3,WS,2016,workshop,Columbia University
4177,elena-musi,columbia.edu,W17-5102,W17-51,5,WS,2017,workshop,Columbia University
4178,zachary-stallbohm,utdallas.edu,W16-2820,W16-28,7,WS,2016,workshop,University of Texas Dallas
4179,dane-bell,arizona.edu,W16-2907,W16-29,4,WS,2016,workshop,University of Arizona
4179,dane-bell,arizona.edu,W18-5601,W18-56,6,WS,2018,workshop,University of Arizona
4180,ritambhara-singh,virginia.edu,W16-2908,W16-29,2,WS,2016,workshop,University of Virginia
4181,yanjun-qi,virginia.edu,W16-2908,W16-29,2,WS,2016,workshop,University of Virginia
4182,brent-kious,utah.edu,W16-2912,W16-29,5,WS,2016,workshop,University of Utah
4183,brian-e-chapman,utah.edu,W16-2924,W16-29,6,WS,2016,workshop,University of Utah
4184,evan-narasimhan,utah.edu,W16-2924,W16-29,6,WS,2016,workshop,University of Utah
4185,neel-patel,utah.edu,W16-2924,W16-29,6,WS,2016,workshop,University of Utah
4186,marta-heilbrun,utah.edu,W16-2924,W16-29,6,WS,2016,workshop,University of Utah
4187,madhavan-kavanur-kidambi,columbia.edu,W16-3213,W16-32,3,WS,2016,workshop,Columbia University
4188,wonchang-chung,columbia.edu,W16-3309,W16-33,5,WS,2016,workshop,Columbia University
4189,suhas-siddhesh-mhatre,columbia.edu,W16-3309,W16-33,5,WS,2016,workshop,Columbia University
4190,aniello-de-santo,stonybrook.edu,W16-3310,W16-33,3,WS,2016,workshop,Stony Brook University
4190,aniello-de-santo,stonybrook.edu,W19-2911,W19-29,1,WS,2019,workshop,Stony Brook University
4191,ernesto-hernandez,ucsc.edu,W16-3604,W16-36,6,WS,2016,workshop,"University of California, Santa Cruz"
4191,ernesto-hernandez,ucsc.edu,W16-3644,W16-36,3,WS,2016,workshop,"University of California, Santa Cruz"
4192,leah-nicolich-henkin,cmu.edu,W16-3608,W16-36,4,WS,2016,workshop,Carnegie Mellon University
4192,leah-nicolich-henkin,cmu.edu,W16-3618,W16-36,3,WS,2016,workshop,Carnegie Mellon University
4193,yu-hsin-chen,emory.edu,W16-3612,W16-36,2,WS,2016,workshop,Emory University
4194,satheesh-ravi,usc.edu,W16-3614,W16-36,2,WS,2016,workshop,University of Southern California
4195,nathaniel-blanchard,nd.edu,W16-3623,W16-36,9,WS,2016,workshop,University of Notre Dame
4195,nathaniel-blanchard,nd.edu,W18-3301,W18-33,4,WS,2018,workshop,University of Notre Dame
4196,sidney-k-dmello,nd.edu,W16-3623,W16-36,9,WS,2016,workshop,University of Notre Dame
4197,david-schlangen,boisestate.edu,W16-3630,W16-36,4,WS,2016,workshop,Boise State University
4198,abhinav-kumar,uic.edu,W16-3639,W16-36,6,WS,2016,workshop,University of Illinois at Chicago
4199,jillian-aurisano,uic.edu,W16-3639,W16-36,6,WS,2016,workshop,University of Illinois at Chicago
4200,andrew-johnson,uic.edu,W16-3639,W16-36,6,WS,2016,workshop,University of Illinois at Chicago
4201,alberto-gonzalez,hawaii.edu,W16-3639,W16-36,6,WS,2016,workshop,University of Hawaii at Manoa
4202,jason-leigh,hawaii.edu,W16-3639,W16-36,6,WS,2016,workshop,University of Hawaii at Manoa
4203,ran-zhao,cmu.edu,W16-3647,W16-36,4,WS,2016,workshop,Carnegie Mellon University
4204,ziyu-xu,cmu.edu,W16-3649,W16-36,4,WS,2016,workshop,Carnegie Mellon University
4205,wenda-chen,illinois.edu,W16-3714,W16-37,5,WS,2016,workshop,University of Illinois at Urbana-Champaign
4206,lav-varshney,illinois.edu,W16-3714,W16-37,5,WS,2016,workshop,University of Illinois at Urbana-Champaign
4207,tuan-do,brandeis.edu,W16-3807,W16-38,4,WS,2016,workshop,Brandeis University
4208,anietie-andy,howard.edu,W16-3909,W16-39,4,WS,2016,workshop,Howard University
4208,anietie-andy,howard.edu,W16-4405,W16-44,3,WS,2016,workshop,Howard University
4208,anietie-andy,upenn.edu,W17-4405,W17-44,4,WS,2017,workshop,University of Pennsylvania
4209,mugizi-rwebangira,howard.edu,W16-3909,W16-39,4,WS,2016,workshop,Howard University
4209,mugizi-rwebangira,howard.edu,W16-4405,W16-44,3,WS,2016,workshop,Howard University
4209,mugizi-rwebangira,howard.edu,W17-4405,W17-44,4,WS,2017,workshop,Howard University
4210,ajit-jain,tamu.edu,W16-3911,W16-39,3,WS,2016,workshop,Texas A&M University
4211,girish-kasiviswanathan,tamu.edu,W16-3911,W16-39,3,WS,2016,workshop,Texas A&M University
4212,bethany-toma,osu.edu,W16-3919,W16-39,5,WS,2016,workshop,Ohio State University
4213,shubhanshu-mishra,illinois.edu,W16-3927,W16-39,2,WS,2016,workshop,University of Illinois at Urbana-Champaign
4214,alexander-magidow,uri.edu,W16-4007,W16-40,5,WS,2016,workshop,University of Rhode Island
4215,petra-ajaka,osu.edu,W16-4012,W16-40,7,WS,2016,workshop,Ohio State University
4216,chao-lin-liu,harvard.edu,W16-4023,W16-40,2,WS,2016,workshop,Harvard University
4217,sowmya-vajjala,iastate.edu,W16-4105,W16-41,4,WS,2016,workshop,Iowa State University
4217,sowmya-vajjala,iastate.edu,W17-5026,W17-50,2,WS,2017,workshop,Iowa State University
4217,sowmya-vajjala,iastate.edu,W17-7616,W17-76,2,WS,2017,workshop,Iowa State University
4217,sowmya-vajjala,iastate.edu,W18-0515,W18-05,2,WS,2018,workshop,Iowa State University
4217,sowmya-vajjala,iastate.edu,W18-0535,W18-05,2,WS,2018,workshop,Iowa State University
4218,jixing-li,cornell.edu,W16-4121,W16-41,4,WS,2016,workshop,Cornell University
4218,jixing-li,cornell.edu,W18-0710,W18-07,4,WS,2018,workshop,Cornell University
4218,jixing-li,cornell.edu,W18-2808,W18-28,4,WS,2018,workshop,Cornell University
4219,adam-mahar,cornell.edu,W16-4121,W16-41,4,WS,2016,workshop,Cornell University
4220,pracheta-sahoo,utdallas.edu,W16-4205,W16-42,5,WS,2016,workshop,University of Texas Dallas
4221,bo-liu,auburn.edu,W16-4207,W16-42,8,WS,2016,workshop,Auburn University
4222,stephen-taylor,fitchburgstate.edu,W16-4817,W16-48,3,WS,2016,workshop,Fitchburg State University
4222,stephen-taylor,fitchburgstate.edu,W17-1211,W17-12,3,WS,2017,workshop,Fitchburg State University
4223,hind-saddiki,nyu.edu,W16-4916,W16-49,3,WS,2016,workshop,New York University
4223,hind-saddiki,nyu.edu,W18-3703,W18-37,4,WS,2018,workshop,New York University
4224,juan-pablo-colomer,columbia.edu,W16-5003,W16-50,3,WS,2016,workshop,Columbia University
4225,keyu-lai,columbia.edu,W16-5003,W16-50,3,WS,2016,workshop,Columbia University
4226,keith-suderman,vassar.edu,W16-5202,W16-52,5,WS,2016,workshop,Vassar College
4227,jesse-freitas,rpi.edu,W16-5602,W16-56,2,WS,2016,workshop,Rensselaer Polytechnic Institute
4228,john-beieler,jhu.edu,W16-5605,W16-56,1,WS,2016,workshop,Johns Hopkins University
4229,molly-ireland,ttu.edu,W16-5617,W16-56,8,WS,2016,workshop,Texas Tech University
4229,molly-ireland,ttu.edu,W17-3109,W17-31,2,WS,2017,workshop,Texas Tech University
4229,molly-ireland,ttu.edu,W18-0605,W18-06,5,WS,2018,workshop,Texas Tech University
4229,molly-ireland,ttu.edu,W18-0620,W18-06,2,WS,2018,workshop,Texas Tech University
4229,molly-ireland,ttu.edu,W19-3025,W19-30,3,WS,2019,workshop,Texas Tech University
4230,loring-ingraham,gwu.edu,W16-5617,W16-56,8,WS,2016,workshop,George Washington University
4231,ryan-boyd,utexas.edu,W16-5619,W16-56,4,WS,2016,workshop,University of Texas at Austin
4232,kristin-wright-bettner,colorado.edu,W16-5706,W16-57,3,WS,2016,workshop,University of Colorado Boulder
4233,gualberto-a-guzman,utexas.edu,W16-5802,W16-58,4,WS,2016,workshop,University of Texas at Austin
4233,gualberto-a-guzman,utexas.edu,W18-3216,W18-32,6,WS,2018,workshop,University of Texas at Austin
4234,jacqueline-serigos,utexas.edu,W16-5802,W16-58,4,WS,2016,workshop,University of Texas at Austin
4234,jacqueline-serigos,gmu.edu,W18-3208,W18-32,5,WS,2018,workshop,George Mason University
4235,barbara-bullock,utexas.edu,W16-5802,W16-58,4,WS,2016,workshop,University of Texas at Austin
4235,barbara-bullock,utexas.edu,W18-3208,W18-32,5,WS,2018,workshop,University of Texas at Austin
4235,barbara-bullock,utexas.edu,W18-3216,W18-32,6,WS,2018,workshop,University of Texas at Austin
4235,barbara-bullock,utexas.edu,W19-2515,W19-25,3,WS,2019,workshop,University of Texas at Austin
4236,almeida-jacqueline-toribio,utexas.edu,W16-5802,W16-58,4,WS,2016,workshop,University of Texas at Austin
4236,almeida-jacqueline-toribio,utexas.edu,W18-3208,W18-32,5,WS,2018,workshop,University of Texas at Austin
4236,almeida-jacqueline-toribio,utexas.edu,W18-3216,W18-32,6,WS,2018,workshop,University of Texas at Austin
4236,almeida-jacqueline-toribio,utexas.edu,W19-2515,W19-25,3,WS,2019,workshop,University of Texas at Austin
4237,rouzbeh-shirvani,howard.edu,W16-5803,W16-58,4,WS,2016,workshop,Howard University
4237,rouzbeh-shirvani,howard.edu,W16-5815,W16-58,4,WS,2016,workshop,Howard University
4238,gauri-shankar-gautam,howard.edu,W16-5803,W16-58,4,WS,2016,workshop,Howard University
4238,gauri-shankar-gautam,howard.edu,W16-5815,W16-58,4,WS,2016,workshop,Howard University
4239,mohamed-chouikha,howard.edu,W16-5803,W16-58,4,WS,2016,workshop,Howard University
4239,mohamed-chouikha,howard.edu,W16-5815,W16-58,4,WS,2016,workshop,Howard University
4240,giovanni-molina,uh.edu,W16-5805,W16-58,7,WS,2016,workshop,Universty of Houston
4240,giovanni-molina,uh.edu,W16-5812,W16-58,7,WS,2016,workshop,Universty of Houston
4241,arunavha-chanda,columbia.edu,W16-5810,W16-58,3,WS,2016,workshop,Columbia University
4242,victor-soto,columbia.edu,W16-5812,W16-58,7,WS,2016,workshop,Columbia University
4242,victor-soto,columbia.edu,W18-3201,W18-32,2,WS,2018,workshop,Columbia University
4242,victor-soto,columbia.edu,W18-3219,W18-32,6,WS,2018,workshop,Columbia University
4243,timothy-lewis,umbc.edu,W16-6011,W16-60,4,WS,2016,workshop,"University of Maryland, Baltimore County"
4244,cynthia-matuszek,umbc.edu,W16-6011,W16-60,4,WS,2016,workshop,"University of Maryland, Baltimore County"
4244,cynthia-matuszek,umbc.edu,W19-1602,W19-16,3,WS,2019,workshop,"University of Maryland, Baltimore County"
4245,amy-hurst,umbc.edu,W16-6011,W16-60,4,WS,2016,workshop,"University of Maryland, Baltimore County"
4246,matthew-taylor,wsu.edu,W16-6011,W16-60,4,WS,2016,workshop,Washington State University
4247,anne-m-turner,washington.edu,W16-6107,W16-61,2,WS,2016,workshop,University of Washington
4248,chung-chi-huang,frostburg.edu,W16-6114,W16-61,2,WS,2016,workshop,Frostburg State University
4249,leysia-palen,colorado.edu,W16-6201,W16-62,5,WS,2016,workshop,University of Colorado Boulder
4249,leysia-palen,colorado.edu,W18-3512,W18-35,5,WS,2018,workshop,University of Colorado Boulder
4250,kenneth-m-anderson,colorado.edu,W16-6201,W16-62,5,WS,2016,workshop,University of Colorado Boulder
4250,kenneth-m-anderson,colorado.edu,W18-3512,W18-35,5,WS,2018,workshop,University of Colorado Boulder
4251,amit-navindgi,usc.edu,W16-6205,W16-62,4,WS,2016,workshop,University of Southern California
4252,siddharth-jain,usc.edu,W16-6207,W16-62,1,WS,2016,workshop,University of Southern California
4253,ben-eisner,princeton.edu,W16-6208,W16-62,5,WS,2016,workshop,Princeton University
4254,shobhit-hathi,washington.edu,W16-6212,W16-62,5,WS,2016,workshop,University of Washington
4255,david-foley,kutztown.edu,W16-6302,W16-63,2,WS,2016,workshop,Kutztown University
4256,kyra-yee,pomona.edu,W16-6304,W16-63,2,WS,2016,workshop,Pomona College
4257,david-winer,ncsu.edu,W16-6602,W16-66,2,WS,2016,workshop,North Carolina State University
4258,r-michael-young,ncsu.edu,W16-6602,W16-66,2,WS,2016,workshop,North Carolina State University
4259,paul-tarau,unt.edu,W16-6609,W16-66,2,WS,2016,workshop,University of North Texas
4260,aneiss-ghodsi,berkeley.edu,W16-6637,W16-66,2,WS,2016,workshop,"University of California, Berkeley"
4261,gary-holton,hawaii.edu,W17-0105,W17-01,3,WS,2017,workshop,University of Hawaii at Manoa
4262,kavon-hooshiar,hawaii.edu,W17-0105,W17-01,3,WS,2017,workshop,University of Hawaii at Manoa
4263,shobhana-chelliah,unt.edu,W17-0106,W17-01,13,WS,2017,workshop,University of North Texas
4264,sharon-hargus,washington.edu,W17-0106,W17-01,13,WS,2017,workshop,University of Washington
4265,david-inman,washington.edu,W17-0106,W17-01,13,WS,2017,workshop,University of Washington
4266,michael-maxwell,umd.edu,W17-0106,W17-01,13,WS,2017,workshop,University of Maryland
4266,michael-maxwell,umd.edu,W17-0112,W17-01,2,WS,2017,workshop,University of Maryland
4267,michael-tjalve,washington.edu,W17-0106,W17-01,13,WS,2017,workshop,University of Washington
4268,michel-lockwood,washington.edu,W17-0110,W17-01,5,WS,2017,workshop,University of Washington
4269,spencer-caplan,upenn.edu,W17-0111,W17-01,5,WS,2017,workshop,University of Pennsylvania
4270,amanda-miller,osu.edu,W17-0115,W17-01,2,WS,2017,workshop,Ohio State University
4271,julie-yelle,umd.edu,W17-0116,W17-01,2,WS,2017,workshop,University of Maryland
4272,moira-saltzman,umich.edu,W17-0117,W17-01,1,WS,2017,workshop,University of Michigan
4273,laurel-perkins,umd.edu,W17-0702,W17-07,3,WS,2017,workshop,University of Maryland
4274,jeffrey-lidz,umd.edu,W17-0702,W17-07,3,WS,2017,workshop,University of Maryland
4275,zachary-burchill,rochester.edu,W17-0703,W17-07,2,WS,2017,workshop,University of Rochester
4276,rachael-tatman,washington.edu,W17-0704,W17-07,1,WS,2017,workshop,University of Washington
4276,rachael-tatman,washington.edu,W17-1606,W17-16,1,WS,2017,workshop,University of Washington
4276,rachael-tatman,washington.edu,W17-2909,W17-29,4,WS,2017,workshop,University of Washington
4277,melissa-roemmele,usc.edu,W17-0911,W17-09,4,WS,2017,workshop,University of Southern California
4277,melissa-roemmele,usc.edu,W17-3106,W17-31,3,WS,2017,workshop,University of Southern California
4277,melissa-roemmele,usc.edu,W18-1502,W18-15,2,WS,2018,workshop,University of Southern California
4277,melissa-roemmele,usc.edu,W18-1506,W18-15,2,WS,2018,workshop,University of Southern California
4278,charlie-dagli,mit.edu,W17-1209,W17-12,2,WS,2017,workshop,Massachusetts Institute of Technology
4279,sara-hassan,nyu.edu,W17-1305,W17-13,3,WS,2017,workshop,New York University
4280,lingliang-zhang,nyu.edu,W17-1315,W17-13,3,WS,2017,workshop,New York University
4281,godfried-toussaint,nyu.edu,W17-1315,W17-13,3,WS,2017,workshop,New York University
4282,brian-larson,gatech.edu,W17-1601,W17-16,1,WS,2017,workshop,Georgia Institute of Technology
4283,yuan-ling,drexel.edu,W17-1904,W17-19,3,WS,2017,workshop,Drexel University
4284,yuan-an,drexel.edu,W17-1904,W17-19,3,WS,2017,workshop,Drexel University
4285,albert-m-lai,wustl.edu,W17-2303,W17-23,3,WS,2017,workshop,Washington University in Saint Louis
4285,albert-m-lai,wustl.edu,W18-3026,W18-30,3,WS,2018,workshop,Washington University in Saint Louis
4286,aditya-chandrasekar,cmu.edu,W17-2307,W17-23,6,WS,2017,workshop,Carnegie Mellon University
4287,ari-klein,upenn.edu,W17-2316,W17-23,5,WS,2017,workshop,University of Pennsylvania
4288,atif-tahir,tamu.edu,W17-2324,W17-23,5,WS,2017,workshop,Texas A&M University
4289,muppala-raju,tamu.edu,W17-2324,W17-23,5,WS,2017,workshop,Texas A&M University
4290,akintayo-akinleye,tamu.edu,W17-2324,W17-23,5,WS,2017,workshop,Texas A&M University
4291,duane-steward,tamu.edu,W17-2324,W17-23,5,WS,2017,workshop,Texas A&M University
4292,dario-tedesco,stanford.edu,W17-2325,W17-23,4,WS,2017,workshop,Stanford University
4293,catherine-curtin,stanford.edu,W17-2325,W17-23,4,WS,2017,workshop,Stanford University
4294,tina-hernandez-boussard,stanford.edu,W17-2325,W17-23,4,WS,2017,workshop,Stanford University
4295,a-s-m-ashique-mahmood,udel.edu,W17-2326,W17-23,5,WS,2017,workshop,University of Delaware
4296,karen-ross,georgetown.edu,W17-2326,W17-23,5,WS,2017,workshop,Georgetown University
4297,danchen-zhang,pitt.edu,W17-2333,W17-23,4,WS,2017,workshop,University of Pittsburgh
4298,clint-cuffy,vcu.edu,W17-2334,W17-23,3,WS,2017,workshop,Virginia Commonwealth University
4299,olga-patterson,utah.edu,W17-2335,W17-23,5,WS,2017,workshop,University of Utah
4300,shu-hong-zhu,ucsd.edu,W17-2335,W17-23,5,WS,2017,workshop,"University of California, San Diego"
4301,adyasha-maharana,washington.edu,W17-2345,W17-23,2,WS,2017,workshop,University of Washington
4302,christopher-bogart,cmu.edu,W17-2346,W17-23,3,WS,2017,workshop,Carnegie Mellon University
4302,christopher-bogart,cmu.edu,W17-2908,W17-29,6,WS,2017,workshop,Carnegie Mellon University
4303,sakhar-alkhereyf,columbia.edu,W17-2408,W17-24,2,WS,2017,workshop,Columbia University
4303,sakhar-alkhereyf,columbia.edu,W19-4615,W19-46,9,WS,2019,workshop,Columbia University
4304,sebastian-brarda,nyu.edu,W17-2610,W17-26,3,WS,2017,workshop,New York University
4305,philip-yeres,nyu.edu,W17-2610,W17-26,3,WS,2017,workshop,New York University
4306,sheng-chen,umn.edu,W17-2614,W17-26,4,WS,2017,workshop,University of Minnesota
4307,virginia-de-sa,ucsd.edu,W17-2625,W17-26,5,WS,2017,workshop,"University of California, San Diego"
4307,virginia-de-sa,ucsd.edu,W18-3009,W18-30,5,WS,2018,workshop,"University of California, San Diego"
4308,philippe-laban,berkeley.edu,W17-2701,W17-27,2,WS,2017,workshop,"University of California, Berkeley"
4309,evangelia-spiliopoulou,cmu.edu,W17-2703,W17-27,3,WS,2017,workshop,Carnegie Mellon University
4309,evangelia-spiliopoulou,cmu.edu,W17-2908,W17-29,6,WS,2017,workshop,Carnegie Mellon University
4310,natalie-ahn,berkeley.edu,W17-2710,W17-27,1,WS,2017,workshop,"University of California, Berkeley"
4311,pavlina-peskova,unm.edu,W17-2713,W17-27,3,WS,2017,workshop,Univeristy of New Mexico
4311,pavlina-peskova,unm.edu,W18-4302,W18-43,4,WS,2018,workshop,Univeristy of New Mexico
4312,peter-lindes,umich.edu,W17-2801,W17-28,4,WS,2017,workshop,University of Michigan
4313,aaron-mininger,umich.edu,W17-2801,W17-28,4,WS,2017,workshop,University of Michigan
4314,james-r-kirk,umich.edu,W17-2801,W17-28,4,WS,2017,workshop,University of Michigan
4315,john-e-laird,umich.edu,W17-2801,W17-28,4,WS,2017,workshop,University of Michigan
4316,jivko-sinapov,utexas.edu,W17-2803,W17-28,3,WS,2017,workshop,University of Texas at Austin
4317,li-lucy,stanford.edu,W17-2810,W17-28,2,WS,2017,workshop,Stanford University
4317,li-lucy,stanford.edu,W19-0116,W19-01,2,WS,2019,workshop,Stanford University
4318,jordan-carpenter,duke.edu,W17-2903,W17-29,3,WS,2017,workshop,Duke University
4319,trevor-martin,stanford.edu,W17-2904,W17-29,1,WS,2017,workshop,Stanford University
4320,rezvaneh-rezapour,illinois.edu,W17-2905,W17-29,4,WS,2017,workshop,University of Illinois at Urbana-Champaign
4321,omid-abdar,illinois.edu,W17-2905,W17-29,4,WS,2017,workshop,University of Illinois at Urbana-Champaign
4322,samridhi-choudhary,cmu.edu,W17-2908,W17-29,6,WS,2017,workshop,Carnegie Mellon University
4323,leo-stewart,washington.edu,W17-2909,W17-29,4,WS,2017,workshop,University of Washington
4324,amandalynne-paullada,washington.edu,W17-2909,W17-29,4,WS,2017,workshop,University of Washington
4325,emma-spiro,washington.edu,W17-2909,W17-29,4,WS,2017,workshop,University of Washington
4326,michael-smith,gwu.edu,W17-2912,W17-29,4,WS,2017,workshop,George Washington University
4327,david-broniatowski,gwu.edu,W17-2912,W17-29,4,WS,2017,workshop,George Washington University
4328,susan-benesch,harvard.edu,W17-3009,W17-30,5,WS,2017,workshop,Harvard University
4329,niloofar-safi-samghabadi,uh.edu,W17-3010,W17-30,5,WS,2017,workshop,Universty of Houston
4329,niloofar-safi-samghabadi,uh.edu,W18-4402,W18-44,4,WS,2018,workshop,Universty of Houston
4330,alan-sprague,uab.edu,W17-3010,W17-30,5,WS,2017,workshop,University of Alabama at Birmingham
